"keyword","broaderLabel","relatedLabel"
"volksfeesten","evenementen","kermissen"
"volksfeesten","feesten","volkscultuur"
"volksfeesten","feesten","vendelzwaaien"
"volksfeesten","feesten","vuurwerk"
"volksfeesten","feesten","praalwagens"
"volksfeesten","feesten","volksspelen"
"volksfeesten","feesten","zanghulde"
"volksfeesten","feesten","festivals"
"volksfeesten","feesten","kermissen"
"stierengevechten","volksspelen","rodeo's"
"stierengevechten","volksspelen","arena's"
"stierengevechten","volksspelen","volkscultuur"
"stierengevechten","volksspelen","stieren"
"defilés","optochten","zanghulde"
"defilés","optochten","militaire parades"
"karavanen","reizigers","nomaden"
"karavanen","reizigers","optochten"
"karavanen","reizigers","woestijnen"
"poppentheater","theater","vrijetijdsbesteding"
"poppentheater","theater","poppen"
"monsters","fantasiefiguren","duivels"
"monsters","fantasiefiguren","griezelen"
"monsters","fantasiefiguren","draken"
"kannibalisme","criminaliteit","moorden"
"kannibalisme","criminaliteit","lijken"
"kannibalisme","criminaliteit","voedsel"
"aprilgrappen","humor","volkscultuur"
"klimaatbeleid","overheidsbeleid","klimaatverandering"
"klimaatbeleid","overheidsbeleid","duurzaamheid"
"klimaatbeleid","overheidsbeleid","klimaat"
"klimaatbeleid","overheidsbeleid","energiebeleid"
"klimaatbeleid","overheidsbeleid","milieubeleid"
"afgevaardigden",,"vertegenwoordigers"
"afgevaardigden",,"democratie"
"afgevaardigden",,"commissies"
"afgevaardigden",,"verkiezingen"
"resoluties",,"internationale akkoorden"
"resoluties",,"sancties"
"uittredingen (van staten)",,"internationale organisaties"
"uittredingen (van staten)",,"buitenlands beleid"
"uittredingen (van staten)",,"Europese eenwording"
"uittredingen (van staten)",,"internationale betrekkingen"
"visserijquota",,"natuurbeheer"
"visserijquota",,"milieubeleid"
"visserijquota",,"bedreigde diersoorten"
"visserijquota",,"visserij"
"literaire prijzen","culturele prijzen","prijsuitreikingen"
"literaire prijzen","culturele prijzen","literatuur"
"vergaderingen","bijeenkomsten","voorzitters"
"vergaderingen","bijeenkomsten","conferenties"
"vergaderingen","bijeenkomsten","parlementaire debatten"
"debuten","levensloop","afscheid"
"debuten","levensloop","loopbaan"
"mediaprijzen","onderscheidingen","culturele prijzen"
"mediaprijzen","onderscheidingen","prijsuitreikingen"
"mediaprijzen","onderscheidingen","media"
"mediaprijzen","onderscheidingen","journalistiek"
"sportprijzen","onderscheidingen","prijsuitreikingen"
"sportprijzen","onderscheidingen","sport"
"tijd",,"klokken"
"tijd",,"kalenders"
"tijd",,"natuurverschijnselen"
"tijd",,"evolutie"
"tijd",,"zomertijd"
"tijd",,"seizoenen"
"tijd",,"natuurkunde"
"tijd",,"geheugen"
"tijd",,"geschiedenis"
"geheimhouding",,"camouflage"
"geheimhouding",,"onschendbaarheid"
"geheimhouding",,"verraad"
"geheimhouding",,"kliklijnen"
"geheimhouding",,"privacy"
"persoonsverwisselingen",,"persoonsregistratie"
"persoonsverwisselingen",,"dubbelgangers"
"persoonsverwisselingen",,"identiteit"
"onzichtbaarheid",,"bovennatuurlijke verschijnselen"
"onzichtbaarheid",,"geesten"
"onzichtbaarheid",,"vermiste personen"
"plechtigheden",,"rituelen"
"plechtigheden",,"bijeenkomsten"
"plechtigheden",,"audiënties"
"plechtigheden",,"processies"
"identiteit",,"persoonsverwisselingen"
"identiteit",,"persoonsregistratie"
"identiteit",,"identificatie"
"identiteit",,"culturele identiteit"
"shottermen",,
"ringsteken","volksspelen",
"sloppenwijken","woonwijken","krotten"
"sloppenwijken","woonwijken","achterstandsbuurten"
"sloppenwijken","woonwijken","getto's"
"sloppenwijken","woonwijken","verpaupering"
"pedofilie","seksualiteit","kinderen"
"pedofilie","seksualiteit","zedendelicten"
"pedofilie","seksualiteit","kinderprostitutie"
"necrofilie","seksualiteit","lijken"
"antiracisme",,"discriminatie"
"antiracisme",,"racisme"
"geloofsvervolging",,"ketters"
"geloofsvervolging",,"antisemitisme"
"geloofsvervolging",,"razzia's"
"geloofsvervolging",,"religies"
"geloofsvervolging",,"godsdienstvrijheid"
"geloofsvervolging",,"religieuze minderheden"
"geloofsvervolging",,"discriminatie"
"geloofsvervolging",,"religieuze conflicten"
"honger",,"voedselvoorziening"
"honger",,"kindersterfte"
"honger",,"ondervoeding"
"honger",,"voedsel"
"rellen",,"conflicten"
"rellen",,"geweld"
"rellen",,"acties"
"rellen",,"mobiele eenheid"
"rellen",,"plunderingen"
"rellen",,"betogingen"
"rellen",,"waterkanonnen"
"rellen",,"traangas"
"rellen",,"vlagverbrandingen"
"rellen",,"vechtpartijen"
"rellen",,"vandalisme"
"nudisme",,"streakers"
"nudisme",,"naakten"
"nudisme",,"exhibitionisme"
"nudisme",,"vrijetijdsbesteding"
"nudisme",,"stranden"
"paspoorten","legitimatiebewijzen","nationaliteit"
"paspoorten","legitimatiebewijzen","identificatieplicht"
"vluchtelingencrises","sociale vraagstukken","vluchtelingenkampen"
"vluchtelingencrises","sociale vraagstukken","migratie"
"vluchtelingencrises","sociale vraagstukken","bootvluchtelingen"
"vluchtelingencrises","sociale vraagstukken","asielzoekers"
"vluchtelingencrises","sociale vraagstukken","vreemdelingenbeleid"
"vluchtelingencrises","sociale vraagstukken","mensenhandel"
"vluchtelingencrises","sociale vraagstukken","vluchtelingen"
"vluchtelingen","mensen","verblijfsvergunningen"
"vluchtelingen","mensen","statelozen"
"vluchtelingen","mensen","verstekelingen"
"vluchtelingen","mensen","humanitaire hulp"
"vluchtelingen","mensen","vluchtelingenkampen"
"vluchtelingen","mensen","ballingschap"
"vluchtelingen","mensen","evacués"
"vluchtelingen","mensen","politieke gevangenen"
"vluchtelingen","mensen","evacuaties"
"vluchtelingen","mensen","vluchtelingencrises"
"vluchtelingen","mensen","ongedocumenteerden"
"pamfletten","documenten","affiches"
"pamfletten","documenten","muurkranten"
"vreemdelingenbeleid","overheidsbeleid","verblijfsvergunningen"
"vreemdelingenbeleid","overheidsbeleid","immigratie"
"vreemdelingenbeleid","overheidsbeleid","ongedocumenteerden"
"vreemdelingenbeleid","overheidsbeleid","minderhedenbeleid"
"vreemdelingenbeleid","overheidsbeleid","gezinshereniging"
"vreemdelingenbeleid","overheidsbeleid","uitwijzingen"
"vreemdelingenbeleid","overheidsbeleid","vluchtelingencrises"
"vreemdelingenbeleid","overheidsbeleid","sociaal beleid"
"vreemdelingenbeleid","overheidsbeleid","vreemdelingenpolitie"
"vreemdelingenbeleid","overheidsbeleid","statelozen"
"vreemdelingenbeleid","overheidsbeleid","naturalisatie"
"vreemdelingenbeleid","overheidsbeleid","asielzoekers"
"betogingen","acties","protestliederen"
"betogingen","acties","petities"
"betogingen","acties","spreekkoren"
"betogingen","acties","bijeenkomsten"
"betogingen","acties","vlagverbrandingen"
"betogingen","acties","spandoeken"
"betogingen","acties","waterkanonnen"
"betogingen","acties","optochten"
"betogingen","acties","rellen"
"betogingen","acties","antiamerikanisme"
"betogingen","acties","traangas"
"politieke programma's","televisieprogramma's","politiek"
"politieke programma's","radioprogramma's","politiek"
"stemcomputers","computers","verkiezingen"
"stemcomputers","computers","stemmen"
"gebiedsverbod","straffen","uitgaansverbod"
"gebiedsverbod","straffen","stalking"
"gevangenissen","penitentiaire inrichtingen","gevangeniscellen"
"gevangenissen","penitentiaire inrichtingen","gevangenisopstanden"
"gevangenissen","penitentiaire inrichtingen","reclassering"
"gevangenissen","penitentiaire inrichtingen","huisarrest"
"gevangenissen","penitentiaire inrichtingen","gevangenkampen"
"gevangenissen","penitentiaire inrichtingen","vrijlatingen"
"gevangenissen","penitentiaire inrichtingen","huizen van bewaring"
"gevangenissen","penitentiaire inrichtingen","cipiers"
"gevangenissen","penitentiaire inrichtingen","jeugdinrichtingen"
"gevangenissen","penitentiaire inrichtingen","ontsnappingen"
"gevangenissen","penitentiaire inrichtingen","gevangenen"
"vonnissen","rechtspraak","executies"
"vonnissen","rechtspraak","rechtszittingen"
"vonnissen","rechtspraak","tbs"
"vonnissen","rechtspraak","processen"
"vonnissen","rechtspraak","vrijlatingen"
"vonnissen","rechtspraak","straffen"
"grensbewaking","bewaking","douane"
"grensbewaking","bewaking","grensovergangen"
"grensbewaking","bewaking","grenzen"
"grensbewaking","bewaking","beveiliging"
"grensbewaking","bewaking","bodyscanners"
"rechtspraak","recht","rechtszittingen"
"rechtspraak","recht","rechters"
"rechtspraak","recht","rechtswinkels"
"rechtspraak","recht","processen"
"rechtspraak","recht","justitiële fouten"
"rechtspraak","recht","officieren van justitie"
"rechtspraak","recht","krijgsraden"
"rechtspraak","recht","justitie"
"rechtspraak","recht","kinderrechters"
"rechtspraak","recht","onschendbaarheid"
"rechtspraak","recht","meineed"
"rechtspraak","recht","kroongetuigen"
"rechtspraak","recht","rechtbanken"
"rechtspraak","recht","rechtsbijstand"
"rechtspraak","recht","wettelijke aansprakelijkheid"
"mishandeling","geweld","criminaliteit"
"mishandeling","geweld","lijfstraffen"
"mishandeling","geweld","vertrouwensartsen"
"mishandeling","geweld","martelingen"
"mishandeling","geweld","verwaarlozing"
"verkeersovertredingen","overtredingen","parkeerwachten"
"verkeersovertredingen","overtredingen","snelheidslimieten"
"verkeersovertredingen","overtredingen","verkeersregels"
"verkeersovertredingen","overtredingen","verkeer"
"verkeersovertredingen","overtredingen","verkeerspolitie"
"verkeersovertredingen","overtredingen","boetes"
"blokkades","acties","stakingen"
"blokkades","acties","arbeidsconflicten"
"blokkades","acties","wapenembargo's"
"blokkades","acties","boycots"
"blokkades","acties","versperringen"
"blokkades","acties","bezettingen"
"recht","maatschappijwetenschappen","justitie"
"recht","maatschappijwetenschappen","advocaten"
"recht","maatschappijwetenschappen","notarissen"
"recht","maatschappijwetenschappen","juristen"
"recht","maatschappijwetenschappen","wetgeving"
"recht","maatschappijwetenschappen","justitiële fouten"
"recht","maatschappijwetenschappen","sharia"
"recht","maatschappijwetenschappen","deurwaarders"
"recht","maatschappijwetenschappen","rechtbanken"
"recht","maatschappijwetenschappen","overeenkomsten"
"verblijfsvergunningen","vergunningen","buitenlandse werknemers"
"verblijfsvergunningen","vergunningen","asielzoekerscentra"
"verblijfsvergunningen","vergunningen","vluchtelingen"
"verblijfsvergunningen","vergunningen","vreemdelingenbeleid"
"verblijfsvergunningen","vergunningen","asielrecht"
"verblijfsvergunningen","vergunningen","schijnhuwelijken"
"verblijfsvergunningen","vergunningen","naturalisatie"
"verblijfsvergunningen","vergunningen","asielzoekers"
"verblijfsvergunningen","vergunningen","vreemdelingenpolitie"
"kliklijnen","telefonie","meld- en regelkamers"
"kliklijnen","telefonie","veiligheid"
"kliklijnen","telefonie","misdaadpreventie"
"kliklijnen","telefonie","infolijnen"
"kliklijnen","telefonie","geheimhouding"
"kliklijnen","telefonie","fraude"
"kliklijnen","telefonie","telefonische hulpdiensten"
"zelfmoordaanslagen","aanslagen","terrorisme"
"zelfmoordaanslagen","aanslagen","zelfdoding"
"zelfmoordaanslagen","aanslagen","moorden"
"smaad","criminaliteit","godslastering"
"smaad","criminaliteit","beledigingen"
"dierenmishandeling","mishandeling","dierenbescherming"
"dierenmishandeling","mishandeling","dierenrechten"
"dierenmishandeling","mishandeling","dierenwelzijn"
"dierenmishandeling","mishandeling","dierproeven"
"dierenmishandeling","mishandeling","dieren"
"rechtsbijstand","hulpverlening","geschillencommissies"
"rechtsbijstand","hulpverlening","ombudsmannen"
"rechtsbijstand","hulpverlening","arbitrage"
"rechtsbijstand","hulpverlening","advocaten"
"rechtsbijstand","hulpverlening","rechtswinkels"
"rechtsbijstand","hulpverlening","rechtspraak"
"rechtsbijstand","hulpverlening","juristen"
"politiebureaus","gebouwen","politie"
"grafschennis","criminaliteit","graven"
"grafschennis","criminaliteit","begraafplaatsen"
"justitiële fouten",,"processen"
"justitiële fouten",,"officieren van justitie"
"justitiële fouten",,"strafrecht"
"justitiële fouten",,"justitie"
"justitiële fouten",,"recht"
"justitiële fouten",,"rechtspraak"
"justitiële fouten",,"wrakingen"
"justitiële fouten",,"rechters"
"wettelijke aansprakelijkheid",,"rechtspraak"
"wettelijke aansprakelijkheid",,"wetgeving"
"wettelijke aansprakelijkheid",,"schadevergoedingen"
"wettelijke aansprakelijkheid",,"verzekeringen"
"ontsnappingen",,"gevangenen"
"ontsnappingen",,"gevangenissen"
"bewaking",,"beveiliging"
"bewaking",,"parkeerwachten"
"bewaking",,"burgerwacht"
"bewaking",,"uitkijktorens"
"bewaking",,"lijfwachten"
"bewaking",,"veiligheid"
"bewaking",,"kustwacht"
"beulen",,"executies"
"beulen",,"huurmoordenaars"
"beulen",,"oorlogsmisdaden"
"beulen",,"doodstraf"
"beulen",,"moorden"
"dierenactivisme",,"dierproeven"
"dierenactivisme",,"politieke stromingen"
"dierenactivisme",,"extremisme"
"dierenactivisme",,"dierenrechten"
"dierenactivisme",,"dierenwelzijn"
"badkamers","interieurs","woningen"
"badkamers","interieurs","baden"
"badkamers","interieurs","sanitaire voorzieningen"
"stadspoorten","poorten","verdedigingswerken"
"stadspoorten","poorten","steden"
"stadspoorten","poorten","muren"
"catacomben","grafkelders","grotten"
"catacomben","grafkelders","kelders"
"gevels","muren","monumenten"
"gevels","muren","gebouwen"
"gevels","muren","ornamenten"
"schuren","opslagplaatsen","boerderijen"
"schuren","opslagplaatsen","barakken"
"schuren","opslagplaatsen","garages"
"silo's","opslagplaatsen","landbouw"
"silo's","opslagplaatsen","pakhuizen"
"silo's","opslagplaatsen","opslagtanks"
"wijnkelders","kelders","wijn"
"wijnkelders","kelders","opslagplaatsen"
"fonteinen",,"waterbronnen"
"fonteinen",,"watervallen"
"fonteinen",,"vijvers"
"trappen",,"gebouwen"
"vijvers",,"waterplanten"
"vijvers",,"fonteinen"
"vijvers",,"water"
"vijvers",,"aquaria"
"vijvers",,"tuinen"
"vijvers",,"parken"
"kelders",,"grafkelders"
"kelders",,"catacomben"
"kelders",,"opslagplaatsen"
"kelders",,"zolders"
"kelders",,"gebouwen"
"overvallen","criminaliteit","plunderingen"
"overvallen","criminaliteit","diefstal"
"overvallen","criminaliteit","berovingen"
"notarissen","vrije beroepen","ambtenaren"
"notarissen","vrije beroepen","dienstverlenende beroepen"
"notarissen","vrije beroepen","recht"
"notarissen","vrije beroepen","juristen"
"vreemdelingenpolitie","politie","asielzoekers"
"vreemdelingenpolitie","politie","verblijfsvergunningen"
"vreemdelingenpolitie","politie","vreemdelingenbeleid"
"vreemdelingenpolitie","politie","ongedocumenteerden"
"politieseries","televisiedrama's","recherche"
"politieseries","televisiedrama's","misdaadprogramma's"
"politieseries","televisiedrama's","detectives"
"politieseries","televisiedrama's","politie"
"octrooien","recht","auteursrecht"
"octrooien","recht","uitvindingen"
"politieke gevangenen","gevangenen","vluchtelingen"
"politieke gevangenen","gevangenen","dissidenten"
"politieke gevangenen","gevangenen","asielzoekers"
"rechtswinkels","adviesbureaus","rechtsbijstand"
"rechtswinkels","adviesbureaus","rechtspraak"
"treinkapingen","kapingen","treinen"
"treinkapingen","kapingen","treinovervallen"
"motorclubs","verenigingen","motorfietsen"
"motorclubs","verenigingen","criminaliteit"
"huiszoekingen","onderzoek","politie"
"huiszoekingen","onderzoek","woningen"
"rechtszittingen","bijeenkomsten","hoorzittingen"
"rechtszittingen","bijeenkomsten","verhoren"
"rechtszittingen","bijeenkomsten","rechtspraak"
"rechtszittingen","bijeenkomsten","vonnissen"
"rechtszittingen","bijeenkomsten","processen"
"rechtszittingen","bijeenkomsten","justitie"
"rechters","dienstverlenende beroepen","wrakingen"
"rechters","dienstverlenende beroepen","ambtenaren"
"rechters","dienstverlenende beroepen","justitiële fouten"
"rechters","dienstverlenende beroepen","scheidsrechters"
"rechters","dienstverlenende beroepen","rechtspraak"
"rechters","dienstverlenende beroepen","juristen"
"rechters","dienstverlenende beroepen","justitie"
"rechters","overheidsberoepen","wrakingen"
"rechters","overheidsberoepen","ambtenaren"
"rechters","overheidsberoepen","justitiële fouten"
"rechters","overheidsberoepen","scheidsrechters"
"rechters","overheidsberoepen","rechtspraak"
"rechters","overheidsberoepen","juristen"
"rechters","overheidsberoepen","justitie"
"georganiseerde misdaad","criminaliteit","bendes"
"tbs","straffen","justitie"
"tbs","straffen","vonnissen"
"huisarrest","straffen","gevangenen"
"huisarrest","straffen","gevangenissen"
"huisarrest","straffen","elektronische detentie"
"tapijten","huisraad","tapijtweverijen"
"tapijten","huisraad","vloerbedekking"
"huishoudelijke artikelen","producten","kaarsen"
"huishoudelijke artikelen","producten","huishoudbeurzen"
"huishoudelijke artikelen","producten","huishouding"
"huishoudelijke artikelen","producten","huishoudelijke apparatuur"
"huishoudelijke artikelen","producten","huisraad"
"gebak","voedingsmiddelen","bakkers"
"gebak","voedingsmiddelen","snoepgoed"
"gebak","voedingsmiddelen","oliebollen"
"glas","materialen","containers"
"glas","materialen","glasvezelkabels"
"glas","materialen","emballage"
"glas","materialen","glasindustrie"
"glas","materialen","glaskunst"
"glas","materialen","conserven"
"glas","materialen","spiegels"
"glas","materialen","kassen"
"glas","materialen","flessen"
"glas","materialen","kristallen"
"glas","materialen","ramen"
"glas","materialen","glasblazers"
"glas","materialen","glazenwassers"
"ovens","apparatuur","voedselbereiding"
"ovens","apparatuur","keukens"
"ovens","apparatuur","huishoudelijke apparatuur"
"ovens","apparatuur","verwarmingsapparaten"
"ovens","apparatuur","afvalverbranding"
